study_hours,attendance,previous_score,final_score
4.370861069626263,87.9264685607898,51.10797573031718,67.78119138816423
9.556428757689245,81.44385465376482,72.51405684270149,100.0
7.587945476302646,72.38110465145311,92.37675015258449,99.27476056476758
6.387926357773329,92.55180078827794,83.93349318457368,95.03877064754982
2.4041677639819286,87.38924690215516,88.39366887168698,95.1519020517829
2.403950683025824,66.50467757379565,79.52700200264304,93.02590971692503
1.5227525095137953,96.4370873797537,81.53659387107115,93.05173696277133
8.795585311974417,92.90148971692676,90.95173909391916,100.0
6.41003510568888,97.99199653167696,54.98008053155116,94.64792995035477
7.372653200164409,89.02878033553439,69.36549781858842,100.0
1.185260448662222,84.53660783743159,53.27256650917613,73.04986140773876
9.72918866945795,76.72972145162475,99.26008047979882,100.0
8.491983767203795,97.30913933416053,96.64356038119679,100.0
2.9110519961044856,94.64255558001634,42.365608682110356,72.60087914882183
2.636424704863906,61.808746804247576,82.33451035094131,77.96037988167578
2.650640588680904,61.05467897989008,95.51489904493995,86.1192409912448
3.7381801866358395,75.05853467512199,50.83452070764001,66.25901456946701
5.72280788469014,92.42213323127332,74.07671383315777,95.97818399518107
4.887505167779042,99.49104517259778,94.92929785528251,99.75425787949864
3.6210622617823773,66.01667564414113,42.03675871514793,62.576481663011315
6.506676052501415,83.7652286140854,81.84521603481039,100.0
2.2554447458683766,75.23563426524086,57.840940442353045,79.6913998076314
3.629301836816963,98.79657591258413,95.46377172259183,100.0
4.297256589643226,93.68475692542835,98.26349470992207,94.82765689645743
5.104629857953324,93.53314818844551,96.65598934680604,99.79654607315904
8.066583652537123,78.7477263917988,68.45285299944783,100.0
2.7970640394252375,76.5927800935066,91.7225590593588,85.30063377038489
5.628109945722504,70.93628287722825,90.67296391210422,97.11212353979761
6.331731119758382,62.25501986603709,59.14602839459534,87.09078715835427
1.4180537144799796,94.58889505020213,89.73492844904064,84.14940729098058
6.467903667112945,92.5160403652031,42.220458082929554,85.29275659424418
2.5347171131856236,99.98870693144522,75.77619270892318,81.29784587343539
1.5854643368675156,99.86547348295622,53.80053023726218,71.71889393678727
9.539969835279999,82.2172682241051,47.23401314663673,96.79842706620548
9.690688297671034,90.75949660722043,44.61719209775255,88.72005096998403
8.27557613304815,97.79062919529711,81.77732655268838,100.0
3.741523922560336,93.98589562709645,60.39249782608397,83.67024266283968
1.8790490260574548,69.8939240697279,83.48600629172569,84.38130521199537
7.158097238609412,78.02176541240374,43.92138044793654,85.44297356012864
4.961372443656412,65.1663766060598,58.91742026983662,86.98993897560808
2.0983441136030097,98.1620410903489,72.36947754252023,85.0771020775714
5.456592191001432,84.2469853780352,87.44338989033781,97.36231675803955
1.3094966900369656,69.1457122201385,59.1251501759242,69.08747156449131
9.18388361870904,86.86802737623427,77.55348258622054,100.0
3.3290198344001523,84.72512961831583,93.15866489417122,94.99855137898507
6.962700559185838,74.32650872131362,76.95179129093827,97.78234367442047
3.8053996848046987,64.54230368798517,53.97756848521803,70.23442219812708
5.680612190600297,86.86292782371198,41.46404689339228,76.94219113730081
5.920392514089517,80.81230803615173,92.2059324340558,95.40409404467789
2.6636900997297435,90.89273566942558,41.27616465102323,79.36825707530564
9.726261649881026,80.80654004447973,92.48210036105196,100.0
7.976195410250031,94.08726001274161,71.73622804163271,100.0
9.455490474077703,82.07627355097942,96.34406191077377,100.0
9.053446153848839,82.43751886141546,87.92699414641993,100.0
6.381099809299767,95.0661441063338,99.87604663200025,100.0
9.296868115208051,76.13931464849588,61.04270892710261,100.0
1.7964325184672756,65.36060913802562,86.03129733586762,77.97429677906297
2.763845761772307,61.15130705253356,64.11585481655453,75.20839240790502
1.4070456001948426,90.20549022694476,68.79253721823453,74.25593863932488
3.927972976869379,84.81238205413858,77.6503277931022,100.0
4.498095607205338,88.16319072396894,92.42062685118033,93.43542229409451
3.442141285965063,68.51856646035642,99.0450081519577,95.29649333548292
8.458637582367365,65.45485902347079,86.0964048318711,100.0
4.210779940242303,60.58178662671528,65.06600693004003,81.23187505330239
3.5284105871864266,74.02350235226388,65.2814201366242,79.30551341031081
5.884264748424236,83.59670747418532,84.25493809533349,98.7597221322641
2.2683180247728636,75.6897618039893,54.32662874609814,71.52759383334205
8.219772826786357,77.49899688094916,46.62844678788368,88.39174516039475
1.6709557931179373,96.16634777974994,61.277329458446594,82.28412606112579
9.881982429404655,73.93021868093201,57.2343394992449,100.0
7.9502029236699165,80.55957956639243,57.778487227359406,91.17846545171537
2.7884411338075514,91.34612050964573,54.0164650629946,70.05446847619004
1.0496990541124216,75.8617112928508,42.525591378181716,61.334480391031676
8.339152856093508,84.88346800911494,41.07243608400483,100.0
7.361716094628554,94.4945483498698,99.2633433841619,100.0
7.561064512368886,97.98082494630569,65.66638802415174,100.0
7.941433120173512,65.88293923716152,63.0595988295809,100.0
1.6664018656068134,97.06350500645978,80.77883696158419,83.68081820541171
4.226191556898454,79.68465172318153,53.09523327190385,81.45060374822309
2.0428215357261674,70.32977553195833,96.99767103701352,96.52325434032994
8.767930832880342,78.36543024953045,87.18070086493313,100.0
6.609683141448022,99.20130301141909,45.36466013873557,87.33041200984205
3.9780822236738427,79.70472375971478,65.0548465470957,80.21574509923701
1.5720251525742128,73.15006441150032,92.74709845372988,80.45201478759894
